metric,slope_per_year,slope_per_decade
annual_mean_tmax_c,0.035515945316010704,0.35515945316010705
annual_max_tmax_c,0.047129444517460206,0.47129444517460206
days_any_hot_30,0.4033285917496427,4.033285917496427
days_any_hot_35,0.1296443812233283,1.296443812233283
mean_hot_area_share_30,0.000328061564242802,0.00328061564242802
max_hot_area_share_30,0.006007942605045089,0.06007942605045089
